epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,29.4775,0.7164,4.14602,0.99847,0,0,0,0,0.60801,4.07446,1.48334,5.2459e-05,5.2459e-05,5.2459e-05
26,30.3185,0.61916,4.12208,1.06731,0,0,0,0,0.59828,4.06594,1.43178,5.25402e-05,5.25402e-05,5.25402e-05
27,31.1404,0.73196,4.11559,1.10073,0,0,0,0,0.68665,4.04974,1.49828,5.24598e-05,5.24598e-05,5.24598e-05
28,31.9453,0.63608,4.08576,1.05674,0,0,0,0,0.68665,4.04974,1.49828,5.22179e-05,5.22179e-05,5.22179e-05
29,32.7776,0.69518,4.06262,1.0453,0,0,0,0,0.69861,4.04089,1.49622,5.18144e-05,5.18144e-05,5.18144e-05
30,33.6144,0.64593,4.03462,1.01731,0,0,0,0,0.73441,4.02788,1.52334,5.12493e-05,5.12493e-05,5.12493e-05
31,34.4452,0.62086,4.05085,1.00632,0,0,0,0,0.73441,4.02788,1.52334,5.05226e-05,5.05226e-05,5.05226e-05
32,35.418,0.74827,4.06823,1.07333,0.33333,0.33333,0.33167,0.33167,0.81917,4.01594,1.56885,4.96344e-05,4.96344e-05,4.96344e-05
33,36.2902,0.69344,4.07778,1.01382,0.33333,0.33333,0.33167,0.33167,0.89464,4.0053,1.56805,4.85846e-05,4.85846e-05,4.85846e-05
34,37.152,0.72283,4.03706,1.07125,0.33333,0.33333,0.33167,0.33167,0.89464,4.0053,1.56805,4.73733e-05,4.73733e-05,4.73733e-05
35,38.0096,0.53789,3.9007,0.98262,0.33333,0.33333,0.33167,0.33167,0.93086,3.99851,1.55187,4.60004e-05,4.60004e-05,4.60004e-05
36,38.8748,0.66186,3.99086,1.05691,0.33333,0.33333,0.33167,0.33167,0.93616,3.99622,1.55126,4.44659e-05,4.44659e-05,4.44659e-05
37,39.7638,0.66392,3.989,1.07843,0.33333,0.33333,0.33167,0.33167,0.93616,3.99622,1.55126,4.27698e-05,4.27698e-05,4.27698e-05
38,40.6424,0.64306,3.96073,1.06035,0.33333,0.33333,0.33167,0.33167,0.92905,3.98559,1.54819,4.09122e-05,4.09122e-05,4.09122e-05
39,41.4692,0.66788,4.01239,1.03216,0.33333,0.33333,0.33167,0.33167,0.92258,3.98323,1.53843,3.8893e-05,3.8893e-05,3.8893e-05
40,42.3227,0.65477,3.96548,1.0146,0.33333,0.33333,0.33167,0.33167,0.92258,3.98323,1.53843,3.67122e-05,3.67122e-05,3.67122e-05
41,43.1642,0.60813,3.98651,0.96545,0.33333,0.33333,0.33167,0.33167,0.91457,3.97788,1.54299,3.43699e-05,3.43699e-05,3.43699e-05
42,44.0507,0.62064,4.01325,0.96002,0.33333,0.33333,0.33167,0.33167,0.87921,3.9701,1.55625,3.1866e-05,3.1866e-05,3.1866e-05
43,44.8909,0.60069,3.89255,0.94452,0.33333,0.33333,0.33167,0.33167,0.87921,3.9701,1.55625,2.92006e-05,2.92006e-05,2.92006e-05
44,45.8221,0.6079,3.91943,0.92283,0.33333,0.33333,0.33167,0.33167,0.74206,3.93687,1.44854,2.63735e-05,2.63735e-05,2.63735e-05
45,46.6134,0.59464,3.94806,0.92891,0.33333,0.33333,0.33167,0.33167,0.74206,3.93687,1.44854,2.33849e-05,2.33849e-05,2.33849e-05
46,47.4655,0.60593,3.91416,0.97698,0.16667,0.33333,0.33167,0.33167,0.77069,3.93979,1.46135,2.02348e-05,2.02348e-05,2.02348e-05
47,48.2394,0.64862,3.87903,0.97906,0.16667,0.33333,0.33167,0.33167,0.77069,3.93979,1.46135,1.6923e-05,1.6923e-05,1.6923e-05
48,49.0335,0.5759,3.93301,0.91864,0.16667,0.33333,0.33167,0.33167,0.81039,3.93067,1.4757,1.34497e-05,1.34497e-05,1.34497e-05
49,49.8532,0.59353,3.88812,0.98049,0.16667,0.33333,0.33167,0.33167,0.81039,3.93067,1.4757,9.81485e-06,9.81485e-06,9.81485e-06
50,50.6835,0.57866,3.96515,0.98813,0.16667,0.33333,0.33167,0.33167,0.79728,3.92379,1.46441,6.01841e-06,6.01841e-06,6.01841e-06
