epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,56.5033,0.89384,1.57685,1.05542,0.52778,1,0.82917,0.74625,0.44806,1.06396,1.05912,0.000147451,0.000147451,0.000147451
16,59.7721,0.94138,1.65303,1.09709,0.56667,1,0.82917,0.77942,0.42429,0.93462,1.02455,0.000143412,0.000143412,0.000143412
17,63.034,0.92258,1.6156,1.08831,0.58333,1,0.995,0.92867,0.45613,0.98105,1.04855,0.000139373,0.000139373,0.000139373
18,66.2876,0.89594,1.59442,1.10452,0.61111,1,0.995,0.92867,0.49192,1.05825,1.08061,0.000135334,0.000135334,0.000135334
19,69.6208,0.90901,1.62902,1.11068,0.55447,1,0.995,0.8955,0.53431,0.88954,1.15779,0.000131294,0.000131294,0.000131294
20,72.9555,0.88545,1.50228,1.072,0.6185,1,0.995,0.8955,0.57139,0.85319,1.31901,0.000127255,0.000127255,0.000127255
21,76.1696,0.84034,1.56951,1.0736,0.96961,0.66667,0.995,0.8955,0.57316,0.87902,1.37827,0.000123216,0.000123216,0.000123216
22,79.5404,0.89749,1.55081,1.08197,0.62301,1,0.995,0.86233,0.58491,0.90603,1.43562,0.000119177,0.000119177,0.000119177
23,82.8128,0.92328,1.4585,1.05298,0.60298,1,0.995,0.8955,0.61657,0.89466,1.43883,0.000115138,0.000115138,0.000115138
24,86.0815,0.86001,1.48891,1.05117,0.63636,1,0.995,0.8955,0.62246,0.96121,1.4023,0.000111098,0.000111098,0.000111098
25,89.3958,0.85672,1.41382,1.03454,0.64607,1,0.995,0.8955,0.57445,0.96226,1.29543,0.000107059,0.000107059,0.000107059
26,92.6602,0.87065,1.41513,1.05392,0.63974,1,0.995,0.8955,0.47438,0.86553,1.11246,0.00010302,0.00010302,0.00010302
27,95.8998,0.82398,1.36325,1.07307,0.60137,1,0.995,0.92867,0.45471,0.86338,1.08702,9.89808e-05,9.89808e-05,9.89808e-05
28,99.1627,0.85347,1.37567,1.05869,0.59341,1,0.995,0.92867,0.43263,0.79898,1.06791,9.49416e-05,9.49416e-05,9.49416e-05
29,102.443,0.8227,1.27557,1.03676,0.5642,1,0.995,0.92867,0.4305,0.83862,1.06895,9.09024e-05,9.09024e-05,9.09024e-05
30,105.753,0.81737,1.4073,1.03021,0.75221,1,0.995,0.92867,0.43852,0.85242,1.06757,8.68632e-05,8.68632e-05,8.68632e-05
31,108.973,0.79815,1.28356,1.0319,0.70404,1,0.995,0.92867,0.43842,0.82038,1.05417,8.2824e-05,8.2824e-05,8.2824e-05
32,112.205,0.82538,1.39139,1.03486,0.81097,1,0.995,0.92867,0.42902,0.85779,1.03564,7.87848e-05,7.87848e-05,7.87848e-05
33,115.51,0.85352,1.31804,1.05598,0.8582,1,0.995,0.92867,0.45219,0.92984,1.05649,7.47456e-05,7.47456e-05,7.47456e-05
34,118.776,0.81118,1.29864,1.03176,0.87521,1,0.995,0.92867,0.51724,0.96431,1.13843,7.07064e-05,7.07064e-05,7.07064e-05
35,122.039,0.81159,1.29302,1.03214,0.87243,1,0.995,0.8955,0.56328,1.05434,1.22491,6.66672e-05,6.66672e-05,6.66672e-05
36,125.299,0.83767,1.28693,1.04693,0.86091,1,0.995,0.8955,0.57717,1.05166,1.25143,6.2628e-05,6.2628e-05,6.2628e-05
37,128.483,0.81778,1.37173,1.06609,0.84589,1,0.995,0.8955,0.56139,1.07848,1.21175,5.85888e-05,5.85888e-05,5.85888e-05
38,131.633,0.80586,1.32834,1.04002,0.83506,1,0.995,0.8955,0.5295,1.08664,1.17191,5.45496e-05,5.45496e-05,5.45496e-05
39,134.858,0.79255,1.2707,1.04288,0.81421,1,0.995,0.8955,0.48849,1.04942,1.1179,5.05104e-05,5.05104e-05,5.05104e-05
40,138.069,0.77492,1.25069,1.02789,0.79624,1,0.995,0.8955,0.46554,0.95893,1.10236,4.64712e-05,4.64712e-05,4.64712e-05
41,141.055,0.79391,1.41417,1.02922,0.8468,1,0.995,0.92867,0.44141,1.08498,1.0631,4.2432e-05,4.2432e-05,4.2432e-05
42,144.074,0.76228,1.33036,1.00225,0.85603,1,0.995,0.92867,0.46037,1.41804,1.10092,3.83928e-05,3.83928e-05,3.83928e-05
43,147.036,0.72435,1.31792,0.97111,0.83005,1,0.995,0.92867,0.45865,1.56575,1.08944,3.43536e-05,3.43536e-05,3.43536e-05
44,149.979,0.76702,1.30595,0.98775,0.80017,1,0.995,0.92867,0.45066,1.61155,1.08127,3.03144e-05,3.03144e-05,3.03144e-05
45,152.93,0.74504,1.32121,1.00661,0.80307,1,0.995,0.92867,0.43588,1.81594,1.0687,2.62752e-05,2.62752e-05,2.62752e-05
46,155.899,0.7507,1.29062,0.98678,0.8099,1,0.995,0.8955,0.42714,1.93943,1.06136,2.2236e-05,2.2236e-05,2.2236e-05
47,158.846,0.74496,1.31133,0.99221,0.8061,1,0.995,0.8955,0.43375,2.18087,1.05024,1.81968e-05,1.81968e-05,1.81968e-05
48,161.799,0.72667,1.2397,0.98544,0.81393,1,0.995,0.8955,0.42591,2.23803,1.03959,1.41576e-05,1.41576e-05,1.41576e-05
49,164.697,0.7583,1.28355,0.99934,0.81074,1,0.995,0.8955,0.41445,2.19612,1.02974,1.01184e-05,1.01184e-05,1.01184e-05
50,167.662,0.71118,1.2413,0.97515,0.81143,1,0.995,0.8955,0.39877,2.10317,1.01335,6.0792e-06,6.0792e-06,6.0792e-06
