epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,143.867,1.0256,2.39873,1.12917,0.52778,1,0.82917,0.77942,0.38545,2.66342,1.13986,4.2432e-05,4.2432e-05,4.2432e-05
42,146.501,0.97984,2.15327,1.09816,0.51111,1,0.82917,0.77942,0.37511,2.55691,1.16822,3.83928e-05,3.83928e-05,3.83928e-05
43,149.21,0.9501,2.05,1.07871,0.55556,1,0.82917,0.77942,0.3502,2.48908,1.17443,3.43536e-05,3.43536e-05,3.43536e-05
44,151.823,0.94795,2.04936,1.09628,0.30808,1,0.995,0.92867,0.36508,2.25471,1.15806,3.03144e-05,3.03144e-05,3.03144e-05
45,154.478,0.92435,2.06036,1.07416,0.30556,1,0.995,0.92867,0.37152,2.17463,1.14779,2.62752e-05,2.62752e-05,2.62752e-05
46,157.087,0.88497,2.10523,1.03672,0.30159,1,0.995,0.92867,0.37741,2.14071,1.14283,2.2236e-05,2.2236e-05,2.2236e-05
47,159.656,0.9021,2.03811,1.05054,0.30159,1,0.995,0.92867,0.39349,2.10857,1.14454,1.81968e-05,1.81968e-05,1.81968e-05
48,162.857,0.95188,1.9976,1.08872,0.3,1,0.995,0.92867,0.3989,2.07136,1.13621,1.41576e-05,1.41576e-05,1.41576e-05
49,166.85,0.94646,2.02389,1.08556,0.3,1,0.995,0.92867,0.38564,2.06399,1.1314,1.01184e-05,1.01184e-05,1.01184e-05
50,169.424,0.89571,1.98845,1.03697,0.3,1,0.995,0.92867,0.37963,2.04826,1.12624,6.0792e-06,6.0792e-06,6.0792e-06
