epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.4204,0.92596,0.86786,0.98265,0.96162,0.86838,0.92963,0.58554,1.30491,0.89643,1.14914,0.000464992,0.000464992,0.000464992
2,44.7526,0.89922,0.83384,0.96807,0.96742,0.95914,0.97903,0.69241,1.02142,0.79687,1.02137,0.000475369,0.000475369,0.000475369
