epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.46321,0.74824,4.66632,1.10789,0,0,0,0,0.29583,4.09032,1.10195,2.04e-06,2.04e-06,2.04e-06
2,2.3591,0.75923,4.5044,1.10668,0,0,0,0,0.2903,4.08843,1.0969,5.99882e-06,5.99882e-06,5.99882e-06
3,3.24499,0.81012,4.58312,1.15529,0,0,0,0,0.29264,4.08914,1.09423,9.79608e-06,9.79608e-06,9.79608e-06
4,4.1024,0.88625,4.56451,1.15673,0,0,0,0,0.30071,4.0884,1.09287,1.34318e-05,1.34318e-05,1.34318e-05
5,4.93734,0.72152,4.47699,1.11268,0,0,0,0,0.31021,4.08613,1.096,1.69059e-05,1.69059e-05,1.69059e-05
6,5.82629,0.75974,4.59565,1.09935,0,0,0,0,0.3124,4.08624,1.10025,2.02184e-05,2.02184e-05,2.02184e-05
7,6.65858,0.80963,4.48077,1.15674,0,0,0,0,0.34319,4.08431,1.1328,2.33694e-05,2.33694e-05,2.33694e-05
8,7.50559,0.88439,4.50607,1.19416,0,0,0,0,0.35185,4.08415,1.13971,2.63588e-05,2.63588e-05,2.63588e-05
9,8.33572,0.77418,4.51571,1.07688,0,0,0,0,0.33233,4.08418,1.13465,2.91867e-05,2.91867e-05,2.91867e-05
10,9.19771,0.78582,4.48296,1.11178,0,0,0,0,0.32722,4.0827,1.13308,3.1853e-05,3.1853e-05,3.1853e-05
11,10.1459,0.77275,4.46767,1.0887,0,0,0,0,0.35648,4.08038,1.16841,3.43577e-05,3.43577e-05,3.43577e-05
12,11.0488,0.69341,4.44935,1.0693,0,0,0,0,0.3489,4.08051,1.14908,3.67008e-05,3.67008e-05,3.67008e-05
13,11.9714,0.70885,4.41016,1.12337,0,0,0,0,0.3566,4.0805,1.16548,3.88824e-05,3.88824e-05,3.88824e-05
14,12.8605,0.71446,4.47277,1.05912,0,0,0,0,0.36747,4.08088,1.15889,4.09024e-05,4.09024e-05,4.09024e-05
15,13.6997,0.69204,4.42796,1.06446,0,0,0,0,0.39114,4.07825,1.16505,4.27608e-05,4.27608e-05,4.27608e-05
16,14.5275,0.68068,4.46014,1.01206,0,0,0,0,0.39885,4.07458,1.17788,4.44577e-05,4.44577e-05,4.44577e-05
17,15.3608,0.71854,4.41283,1.07298,0,0,0,0,0.40773,4.07346,1.16476,4.5993e-05,4.5993e-05,4.5993e-05
18,16.2073,0.8696,4.45049,1.14746,0,0,0,0,0.41214,4.07096,1.179,4.73668e-05,4.73668e-05,4.73668e-05
19,17.0451,0.71395,4.35231,1.03888,0,0,0,0,0.41906,4.07076,1.19455,4.85789e-05,4.85789e-05,4.85789e-05
20,17.8674,0.74575,4.3626,1.0656,0,0,0,0,0.42297,4.06786,1.18104,4.96295e-05,4.96295e-05,4.96295e-05
21,18.7841,0.63906,4.28096,1.03119,0,0,0,0,0.42464,4.06665,1.19775,5.05186e-05,5.05186e-05,5.05186e-05
22,19.6029,0.78695,4.35898,1.08696,0,0,0,0,0.43894,4.06282,1.21296,5.1246e-05,5.1246e-05,5.1246e-05
23,20.4271,0.68812,4.29622,1.03073,0,0,0,0,0.4518,4.06038,1.2284,5.18119e-05,5.18119e-05,5.18119e-05
24,21.1897,0.74405,4.34429,1.10385,0,0,0,0,0.44468,4.05897,1.23614,5.22162e-05,5.22162e-05,5.22162e-05
25,21.9755,0.73183,4.27526,1.0035,0,0,0,0,0.462,4.05656,1.24546,5.2459e-05,5.2459e-05,5.2459e-05
26,22.7156,0.64761,4.25612,1.06343,0,0,0,0,0.46093,4.05352,1.27229,5.25402e-05,5.25402e-05,5.25402e-05
27,23.5035,0.75968,4.22218,1.10648,0,0,0,0,0.45255,4.04922,1.2452,5.24598e-05,5.24598e-05,5.24598e-05
28,24.2279,0.65775,4.22196,1.05295,0,0,0,0,0.45255,4.04922,1.2452,5.22179e-05,5.22179e-05,5.22179e-05
29,24.9812,0.67983,4.18058,1.03454,0,0,0,0,0.44517,4.04454,1.22529,5.18144e-05,5.18144e-05,5.18144e-05
30,25.8345,0.65355,4.17496,1.00987,0,0,0,0,0.44133,4.03617,1.22644,5.12493e-05,5.12493e-05,5.12493e-05
31,26.5657,0.62356,4.1733,1.0156,0,0,0,0,0.44133,4.03617,1.22644,5.05226e-05,5.05226e-05,5.05226e-05
32,27.3435,0.74005,4.17292,1.06778,0,0,0,0,0.45827,4.02522,1.24307,4.96344e-05,4.96344e-05,4.96344e-05
33,28.1259,0.7039,4.16694,1.01605,0,0,0,0,0.51426,4.01989,1.262,4.85846e-05,4.85846e-05,4.85846e-05
34,28.8544,0.73307,4.18331,1.07462,0,0,0,0,0.51426,4.01989,1.262,4.73733e-05,4.73733e-05,4.73733e-05
35,29.5939,0.53242,4.03553,0.97261,0,0,0,0,0.53691,4.01333,1.25006,4.60004e-05,4.60004e-05,4.60004e-05
36,30.3499,0.66757,4.13421,1.05386,0,0,0,0,0.57007,4.00192,1.26413,4.44659e-05,4.44659e-05,4.44659e-05
37,31.0852,0.68653,4.16594,1.08151,0,0,0,0,0.57007,4.00192,1.26413,4.27698e-05,4.27698e-05,4.27698e-05
38,31.8381,0.65631,4.07359,1.06037,0,0,0,0,0.6018,3.99531,1.28838,4.09122e-05,4.09122e-05,4.09122e-05
39,32.6641,0.66639,4.1333,1.03805,0,0,0,0,0.62095,3.99051,1.3007,3.8893e-05,3.8893e-05,3.8893e-05
40,33.4314,0.6571,4.09919,1.01206,0,0,0,0,0.62095,3.99051,1.3007,3.67122e-05,3.67122e-05,3.67122e-05
41,34.2728,0.6456,4.13216,0.98134,0,0,0,0,0.64036,3.9777,1.28219,3.43699e-05,3.43699e-05,3.43699e-05
42,35.0835,0.64295,4.1469,0.99297,0,0,0,0,0.67522,3.95046,1.2965,3.1866e-05,3.1866e-05,3.1866e-05
43,35.8957,0.63082,4.04932,0.94402,0,0,0,0,0.67522,3.95046,1.2965,2.92006e-05,2.92006e-05,2.92006e-05
44,36.7251,0.62748,4.16582,0.93005,0,0,0,0,0.67848,3.93351,1.31531,2.63735e-05,2.63735e-05,2.63735e-05
45,37.523,0.67005,4.0812,0.95314,0,0,0,0,0.67848,3.93351,1.31531,2.33849e-05,2.33849e-05,2.33849e-05
46,38.3714,0.62715,4.12335,0.97616,0,0,0,0,0.60938,3.9028,1.2889,2.02348e-05,2.02348e-05,2.02348e-05
47,39.122,0.64634,4.05195,0.98126,0,0,0,0,0.60938,3.9028,1.2889,1.6923e-05,1.6923e-05,1.6923e-05
48,39.9041,0.62444,4.11769,0.93462,0.33333,0.33333,0.33167,0.33167,0.55736,3.88057,1.29348,1.34497e-05,1.34497e-05,1.34497e-05
49,40.6495,0.59926,4.03825,0.97257,0.33333,0.33333,0.33167,0.33167,0.55736,3.88057,1.29348,9.81485e-06,9.81485e-06,9.81485e-06
50,41.4366,0.61649,4.11961,0.99559,0.33333,0.33333,0.33167,0.33167,0.5399,3.86071,1.28193,6.01841e-06,6.01841e-06,6.01841e-06
