epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,8.60066,0.56171,3.49469,1.09136,0.03932,0.66667,0.37312,0.33581,0.43036,3.45545,1.24942,5.67643e-05,5.67643e-05,5.67643e-05
15,9.19713,0.6997,3.52682,1.27316,0.03919,0.66667,0.398,0.3582,0.45761,3.45481,1.2556,5.95009e-05,5.95009e-05,5.95009e-05
16,9.79264,0.48364,3.47839,1.10769,0.0436,0.66667,0.44222,0.398,0.50659,3.45263,1.29688,6.20046e-05,6.20046e-05,6.20046e-05
17,10.412,0.73121,3.49358,1.27112,0.04359,0.66667,0.33167,0.2985,0.55435,3.45165,1.33107,6.42755e-05,6.42755e-05,6.42755e-05
18,10.9959,0.57536,3.39458,1.08224,0.04359,0.66667,0.33167,0.2985,0.55435,3.45165,1.33107,6.63135e-05,6.63135e-05,6.63135e-05
19,11.6101,0.65437,3.46326,1.13667,0.04947,0.66667,0.4975,0.44775,0.62674,3.45266,1.37115,6.81186e-05,6.81186e-05,6.81186e-05
20,12.2155,0.46926,3.49242,1.0754,0.04947,0.66667,0.4975,0.44775,0.62674,3.45266,1.37115,6.96909e-05,6.96909e-05,6.96909e-05
21,12.8094,0.709,3.50217,1.16793,0.05745,0.66667,0.33167,0.2985,0.6252,3.44956,1.3136,7.10304e-05,7.10304e-05,7.10304e-05
22,13.4777,0.54711,3.47699,1.11339,0.05745,0.66667,0.33167,0.2985,0.6252,3.44956,1.3136,7.2137e-05,7.2137e-05,7.2137e-05
23,14.0758,0.50231,3.4107,1.04114,0.04953,0.66667,0.33167,0.2985,0.6437,3.44502,1.29222,7.30108e-05,7.30108e-05,7.30108e-05
24,14.6456,0.5974,3.50711,1.21529,0.04953,0.66667,0.33167,0.2985,0.6437,3.44502,1.29222,7.36517e-05,7.36517e-05,7.36517e-05
25,15.266,0.48741,3.39323,1.0709,0.04353,0.66667,0.33167,0.2985,0.63996,3.44526,1.25308,7.40598e-05,7.40598e-05,7.40598e-05
26,15.8389,0.44243,3.32429,1.08565,0.04353,0.66667,0.33167,0.2985,0.63996,3.44526,1.25308,7.4235e-05,7.4235e-05,7.4235e-05
27,16.4387,0.5112,3.35802,1.02569,0.05754,0.66667,0.33167,0.2985,0.62241,3.44403,1.20623,7.41774e-05,7.41774e-05,7.41774e-05
28,17.0196,0.48775,3.31866,1.06033,0.05754,0.66667,0.33167,0.2985,0.62241,3.44403,1.20623,7.38869e-05,7.38869e-05,7.38869e-05
29,17.6191,0.43966,3.27622,0.98232,0.05761,0.66667,0.33167,0.2985,0.62284,3.44261,1.20501,7.33636e-05,7.33636e-05,7.33636e-05
30,18.2169,0.40931,3.22557,1.03558,0.05761,0.66667,0.33167,0.2985,0.62284,3.44261,1.20501,7.26074e-05,7.26074e-05,7.26074e-05
31,18.8071,0.74223,3.36318,1.20953,0.04976,0.66667,0.33167,0.2985,0.60133,3.44121,1.18125,7.16184e-05,7.16184e-05,7.16184e-05
32,19.4883,0.53299,3.34098,1.11244,0.04976,0.66667,0.33167,0.2985,0.60133,3.44121,1.18125,7.03965e-05,7.03965e-05,7.03965e-05
33,20.1052,0.47167,3.33823,1.04789,0.04986,0.66667,0.33167,0.2985,0.58498,3.43777,1.17839,6.89418e-05,6.89418e-05,6.89418e-05
34,20.683,0.48833,3.30725,1.13265,0.04986,0.66667,0.33167,0.2985,0.58498,3.43777,1.17839,6.72543e-05,6.72543e-05,6.72543e-05
35,21.2936,0.53768,3.34511,1.15364,0.03927,0.66667,0.33167,0.2985,0.57328,3.43596,1.18027,6.53339e-05,6.53339e-05,6.53339e-05
36,21.8689,0.5302,3.22013,1.0826,0.03927,0.66667,0.33167,0.2985,0.57328,3.43596,1.18027,6.31806e-05,6.31806e-05,6.31806e-05
37,22.4781,0.48772,3.2098,1.04544,0.03016,0.66667,0.33167,0.2985,0.57743,3.43672,1.20424,6.07945e-05,6.07945e-05,6.07945e-05
38,23.0704,0.43478,3.18714,1.07502,0.03016,0.66667,0.33167,0.2985,0.57743,3.43672,1.20424,5.81755e-05,5.81755e-05,5.81755e-05
39,23.6851,0.50186,3.23421,1.11864,0.02626,0.66667,0.33167,0.2985,0.60658,3.43541,1.23299,5.53237e-05,5.53237e-05,5.53237e-05
40,24.2621,0.49867,3.20558,1.07968,0.02626,0.66667,0.33167,0.2985,0.60658,3.43541,1.23299,5.22391e-05,5.22391e-05,5.22391e-05
41,24.8751,0.37329,3.29164,0.93482,0.02827,0.66667,0.33167,0.2985,0.63189,3.4346,1.24374,4.89216e-05,4.89216e-05,4.89216e-05
42,25.5637,0.29952,3.11832,0.96113,0.02827,0.66667,0.33167,0.2985,0.63189,3.4346,1.24374,4.53713e-05,4.53713e-05,4.53713e-05
43,26.1678,0.33101,3.21216,0.93706,0.03053,0.66667,0.33167,0.2985,0.65898,3.43434,1.26196,4.15881e-05,4.15881e-05,4.15881e-05
44,26.713,0.39884,3.16345,0.99366,0.03053,0.66667,0.33167,0.2985,0.65898,3.43434,1.26196,3.7572e-05,3.7572e-05,3.7572e-05
45,27.2933,0.40619,3.25525,0.99919,0.03075,0.66667,0.4975,0.44775,0.69834,3.43187,1.28249,3.33231e-05,3.33231e-05,3.33231e-05
46,27.8409,0.49582,3.25352,1.08246,0.03075,0.66667,0.4975,0.44775,0.69834,3.43187,1.28249,2.88414e-05,2.88414e-05,2.88414e-05
47,28.4303,0.37816,3.30665,0.93162,0.02681,0.66667,0.66333,0.597,0.7433,3.42964,1.30806,2.41268e-05,2.41268e-05,2.41268e-05
48,28.9813,0.48923,3.17577,1.07408,0.02681,0.66667,0.66333,0.597,0.7433,3.42964,1.30806,1.91794e-05,1.91794e-05,1.91794e-05
49,29.5466,0.41135,3.23541,0.97207,0.02275,0.66667,0.66333,0.597,0.76544,3.42863,1.31512,1.39991e-05,1.39991e-05,1.39991e-05
50,30.1048,0.46007,3.09823,1.04579,0.02275,0.66667,0.66333,0.597,0.76544,3.42863,1.31512,8.58598e-06,8.58598e-06,8.58598e-06
