epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,7.29399,0.50078,3.49277,1.13714,0.07123,0.66667,0.22111,0.1861,0.54968,3.46074,1.32295,6.20046e-05,6.20046e-05,6.20046e-05
17,7.77639,0.69866,3.50993,1.24179,0.07063,0.66667,0.24875,0.22387,0.57324,3.46111,1.34307,6.42755e-05,6.42755e-05,6.42755e-05
18,8.21978,0.55944,3.40089,1.0782,0.07063,0.66667,0.24875,0.22387,0.57324,3.46111,1.34307,6.63135e-05,6.63135e-05,6.63135e-05
19,8.68711,0.67412,3.50596,1.13412,0.05037,0.66667,0.24875,0.20729,0.60137,3.45887,1.34663,6.81186e-05,6.81186e-05,6.81186e-05
20,9.1375,0.49221,3.527,1.08164,0.05037,0.66667,0.24875,0.20729,0.60137,3.45887,1.34663,6.96909e-05,6.96909e-05,6.96909e-05
21,9.60028,0.72985,3.52544,1.18357,0.04973,0.66667,0.4975,0.44775,0.63986,3.45963,1.34158,7.10304e-05,7.10304e-05,7.10304e-05
22,10.0522,0.58304,3.49679,1.14012,0.04973,0.66667,0.4975,0.44775,0.63986,3.45963,1.34158,7.2137e-05,7.2137e-05,7.2137e-05
23,10.5251,0.4947,3.44049,1.04138,0.0435,0.66667,0.33167,0.2985,0.65496,3.45871,1.30905,7.30108e-05,7.30108e-05,7.30108e-05
24,10.9824,0.63607,3.55016,1.26267,0.0435,0.66667,0.33167,0.2985,0.65496,3.45871,1.30905,7.36517e-05,7.36517e-05,7.36517e-05
25,11.4517,0.52594,3.40578,1.10492,0.04341,0.66667,0.4975,0.44775,0.67489,3.45773,1.31338,7.40598e-05,7.40598e-05,7.40598e-05
26,12.0095,0.48282,3.35347,1.1081,0.04341,0.66667,0.4975,0.44775,0.67489,3.45773,1.31338,7.4235e-05,7.4235e-05,7.4235e-05
27,12.5199,0.49857,3.36626,1.00703,0.05732,0.66667,0.4975,0.44775,0.66553,3.45355,1.31675,7.41774e-05,7.41774e-05,7.41774e-05
28,12.9945,0.49874,3.36713,1.05317,0.05732,0.66667,0.4975,0.44775,0.66553,3.45355,1.31675,7.38869e-05,7.38869e-05,7.38869e-05
29,13.468,0.47373,3.32106,1.01553,0.04356,0.66667,0.4975,0.44775,0.6813,3.45374,1.34047,7.33636e-05,7.33636e-05,7.33636e-05
30,13.9474,0.42323,3.24766,1.04876,0.04356,0.66667,0.4975,0.44775,0.6813,3.45374,1.34047,7.26074e-05,7.26074e-05,7.26074e-05
31,14.415,0.79688,3.38968,1.2475,0.04352,0.66667,0.4975,0.44775,0.66577,3.45131,1.32549,7.16184e-05,7.16184e-05,7.16184e-05
32,14.8699,0.56447,3.34081,1.13977,0.04352,0.66667,0.4975,0.44775,0.66577,3.45131,1.32549,7.03965e-05,7.03965e-05,7.03965e-05
33,15.3432,0.45596,3.36616,1.05255,0.03524,0.66667,0.4975,0.44775,0.65213,3.45001,1.30936,6.89418e-05,6.89418e-05,6.89418e-05
34,15.8049,0.49954,3.30891,1.12152,0.03524,0.66667,0.4975,0.44775,0.65213,3.45001,1.30936,6.72543e-05,6.72543e-05,6.72543e-05
35,16.3667,0.54995,3.34643,1.14406,0.03534,0.66667,0.4975,0.44775,0.61424,3.44848,1.27206,6.53339e-05,6.53339e-05,6.53339e-05
36,16.8528,0.50963,3.2468,1.07261,0.03534,0.66667,0.4975,0.44775,0.61424,3.44848,1.27206,6.31806e-05,6.31806e-05,6.31806e-05
37,17.3371,0.47258,3.26812,1.03697,0.03251,0.66667,0.4975,0.44775,0.60697,3.44502,1.26513,6.07945e-05,6.07945e-05,6.07945e-05
38,17.803,0.45971,3.23549,1.08419,0.03251,0.66667,0.4975,0.44775,0.60697,3.44502,1.26513,5.81755e-05,5.81755e-05,5.81755e-05
39,18.2997,0.49009,3.25743,1.10329,0.03008,0.66667,0.4975,0.44775,0.624,3.44392,1.2767,5.53237e-05,5.53237e-05,5.53237e-05
40,18.7781,0.48234,3.23052,1.07005,0.03008,0.66667,0.4975,0.44775,0.624,3.44392,1.2767,5.22391e-05,5.22391e-05,5.22391e-05
41,19.2637,0.37793,3.39108,0.94165,0.03008,0.66667,0.33167,0.31508,0.62431,3.44731,1.27736,4.89216e-05,4.89216e-05,4.89216e-05
42,19.7216,0.30713,3.18959,0.95037,0.03008,0.66667,0.33167,0.31508,0.62431,3.44731,1.27736,4.53713e-05,4.53713e-05,4.53713e-05
43,20.206,0.39246,3.30098,0.99112,0.03006,0.66667,0.33167,0.31508,0.63788,3.44176,1.25653,4.15881e-05,4.15881e-05,4.15881e-05
44,20.637,0.47244,3.1972,1.03457,0.03006,0.66667,0.33167,0.31508,0.63788,3.44176,1.25653,3.7572e-05,3.7572e-05,3.7572e-05
45,21.1706,0.39035,3.30112,0.96284,0.03014,0.66667,0.27639,0.26533,0.63807,3.43863,1.24784,3.33231e-05,3.33231e-05,3.33231e-05
46,21.5961,0.47355,3.27485,1.09814,0.03014,0.66667,0.27639,0.26533,0.63807,3.43863,1.24784,2.88414e-05,2.88414e-05,2.88414e-05
47,22.0519,0.39165,3.29562,0.93793,0.02807,0.66667,0.27639,0.26533,0.63173,3.43561,1.24102,2.41268e-05,2.41268e-05,2.41268e-05
48,22.477,0.4895,3.17282,1.05509,0.02807,0.66667,0.27639,0.26533,0.63173,3.43561,1.24102,1.91794e-05,1.91794e-05,1.91794e-05
49,22.9237,0.4444,3.3419,1.00992,0.02479,0.66667,0.44222,0.43117,0.62702,3.43574,1.23204,1.39991e-05,1.39991e-05,1.39991e-05
50,23.3465,0.40879,3.18837,1.04442,0.02479,0.66667,0.44222,0.43117,0.62702,3.43574,1.23204,8.58598e-06,8.58598e-06,8.58598e-06
