epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,10.9359,0.55613,2.90393,1.1048,0.03047,0.66667,0.66333,0.597,0.63144,3.39133,1.22729,7.10304e-05,7.10304e-05,7.10304e-05
22,11.4838,0.49408,2.90828,1.10011,0.03047,0.66667,0.66333,0.597,0.63144,3.39133,1.22729,7.2137e-05,7.2137e-05,7.2137e-05
23,11.9666,0.43004,2.72042,0.9863,0.02831,0.66667,0.66333,0.597,0.64076,3.37776,1.22173,7.30108e-05,7.30108e-05,7.30108e-05
24,12.4756,0.47416,2.92291,1.15603,0.02831,0.66667,0.66333,0.597,0.64076,3.37776,1.22173,7.36517e-05,7.36517e-05,7.36517e-05
25,12.964,0.42617,2.68546,1.04745,0.02424,0.66667,0.66333,0.56383,0.69544,3.37616,1.27801,7.40598e-05,7.40598e-05,7.40598e-05
26,13.4577,0.43277,2.80007,1.03557,0.02424,0.66667,0.66333,0.56383,0.69544,3.37616,1.27801,7.4235e-05,7.4235e-05,7.4235e-05
27,13.9546,0.45369,2.62749,0.98125,0.02424,0.66667,0.66333,0.56383,0.74667,3.36917,1.3274,7.41774e-05,7.41774e-05,7.41774e-05
28,14.433,0.42869,2.68496,1.02213,0.02424,0.66667,0.66333,0.56383,0.74667,3.36917,1.3274,7.38869e-05,7.38869e-05,7.38869e-05
29,14.9374,0.4106,2.53107,0.95072,0.02692,0.66667,0.66333,0.53067,0.82035,3.36621,1.365,7.33636e-05,7.33636e-05,7.33636e-05
30,15.4175,0.36001,2.64247,1.03763,0.02692,0.66667,0.66333,0.53067,0.82035,3.36621,1.365,7.26074e-05,7.26074e-05,7.26074e-05
31,15.9004,0.64702,2.89474,1.17548,0.0243,0.66667,0.66333,0.53067,0.91816,3.37163,1.42279,7.16184e-05,7.16184e-05,7.16184e-05
32,16.4703,0.47851,2.64537,1.06296,0.0243,0.66667,0.66333,0.53067,0.91816,3.37163,1.42279,7.03965e-05,7.03965e-05,7.03965e-05
33,16.9606,0.44869,2.67381,1.04392,0.02328,0.66667,0.66333,0.53067,0.93508,3.3664,1.44058,6.89418e-05,6.89418e-05,6.89418e-05
34,17.4692,0.39271,2.69659,1.03429,0.02328,0.66667,0.66333,0.53067,0.93508,3.3664,1.44058,6.72543e-05,6.72543e-05,6.72543e-05
35,17.961,0.53419,2.64987,1.1465,0.02357,0.66667,0.66333,0.53067,0.90424,3.36027,1.42223,6.53339e-05,6.53339e-05,6.53339e-05
36,18.4535,0.45061,2.70851,1.05221,0.02357,0.66667,0.66333,0.53067,0.90424,3.36027,1.42223,6.31806e-05,6.31806e-05,6.31806e-05
37,18.9479,0.43707,2.51376,1.01071,0.02267,0.66667,0.66333,0.53896,0.92689,3.36145,1.44151,6.07945e-05,6.07945e-05,6.07945e-05
38,19.4209,0.46647,2.51436,1.06225,0.02267,0.66667,0.66333,0.53896,0.92689,3.36145,1.44151,5.81755e-05,5.81755e-05,5.81755e-05
39,19.9243,0.45208,2.74156,1.10204,0.02188,0.66667,0.66333,0.53896,0.89569,3.36353,1.444,5.53237e-05,5.53237e-05,5.53237e-05
40,20.4076,0.42145,2.51473,1.03108,0.02188,0.66667,0.66333,0.53896,0.89569,3.36353,1.444,5.22391e-05,5.22391e-05,5.22391e-05
41,20.9093,0.51966,2.27411,1.08981,0.02071,0.66667,0.66333,0.51961,0.87639,3.3575,1.42925,4.89216e-05,4.89216e-05,4.89216e-05
42,21.4689,0.35167,2.16125,0.94877,0.02071,0.66667,0.66333,0.51961,0.87639,3.3575,1.42925,4.53713e-05,4.53713e-05,4.53713e-05
43,21.9757,0.36633,2.52509,0.90516,0.02045,0.66667,0.66333,0.51961,0.84371,3.35709,1.41392,4.15881e-05,4.15881e-05,4.15881e-05
44,22.4667,0.48401,2.12345,1.06207,0.02045,0.66667,0.66333,0.51961,0.84371,3.35709,1.41392,3.7572e-05,3.7572e-05,3.7572e-05
45,22.9463,0.50907,2.27866,1.06905,0.02193,0.66667,0.66333,0.51961,0.80864,3.35297,1.3949,3.33231e-05,3.33231e-05,3.33231e-05
46,23.4059,0.49039,2.52449,1.09257,0.02193,0.66667,0.66333,0.51961,0.80864,3.35297,1.3949,2.88414e-05,2.88414e-05,2.88414e-05
47,23.8803,0.47783,2.23217,0.9934,0.01867,0.66667,0.66333,0.51961,0.80163,3.34967,1.40162,2.41268e-05,2.41268e-05,2.41268e-05
48,24.3908,0.54589,2.32374,1.07367,0.01867,0.66667,0.66333,0.51961,0.80163,3.34967,1.40162,1.91794e-05,1.91794e-05,1.91794e-05
49,24.8619,0.47895,2.26251,1.01996,0.0179,0.66667,0.66333,0.51961,0.80008,3.34326,1.39465,1.39991e-05,1.39991e-05,1.39991e-05
50,25.3209,0.42316,2.13239,1.05847,0.0179,0.66667,0.66333,0.51961,0.80008,3.34326,1.39465,8.58598e-06,8.58598e-06,8.58598e-06
