epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.38821,0.99791,4.4775,1.14194,0.01508,0.24677,0.01358,0.01,0.97347,4.24238,1.1268,1e-05,1e-05,1e-05
2,4.50799,0.91959,4.37882,1.16439,0.01742,0.26364,0.01577,0.01163,0.97322,4.22808,1.12129,2.20545e-05,2.20545e-05,2.20545e-05
3,6.43666,0.89984,4.36408,1.10056,0.02039,0.26846,0.0218,0.01663,0.97478,4.17823,1.13092,3.3614e-05,3.3614e-05,3.3614e-05
4,8.33304,0.96471,4.38773,1.11536,0.02284,0.29346,0.03236,0.0252,0.98482,4.13694,1.14378,4.46785e-05,4.46785e-05,4.46785e-05
5,10.2128,0.87179,4.27573,1.10541,0.02605,0.31927,0.04067,0.03094,0.99629,4.09702,1.15475,5.5248e-05,5.5248e-05,5.5248e-05
6,12.0872,0.93329,4.23649,1.15932,0.02581,0.34466,0.04723,0.03536,1.00545,4.06596,1.15967,6.53225e-05,6.53225e-05,6.53225e-05
7,13.9753,0.92832,4.22285,1.10423,0.02333,0.3531,0.06441,0.04888,1.02777,4.00785,1.16946,7.4902e-05,7.4902e-05,7.4902e-05
8,15.8176,0.90029,4.14648,1.13546,0.02303,0.3381,0.07715,0.06013,1.04168,3.95952,1.17932,8.39865e-05,8.39865e-05,8.39865e-05
9,17.7653,1.03084,4.21124,1.12898,0.17809,0.17057,0.09927,0.07774,1.03447,3.90574,1.17728,9.2576e-05,9.2576e-05,9.2576e-05
10,19.6885,0.93552,4.02623,1.09815,0.68701,0.04938,0.10949,0.087,1.03662,3.84753,1.18167,0.000100671,0.000100671,0.000100671
11,21.5835,0.97029,4.08757,1.10295,0.6869,0.05536,0.11862,0.09291,1.03079,3.78036,1.18543,0.00010827,0.00010827,0.00010827
12,23.5797,0.88054,3.9526,1.08627,0.6461,0.07703,0.14019,0.11135,1.0325,3.7014,1.18339,0.000115375,0.000115375,0.000115375
13,25.4768,0.90413,3.84963,1.06774,0.64303,0.10613,0.14724,0.11705,1.05399,3.6641,1.19563,0.000121984,0.000121984,0.000121984
14,27.5253,0.94435,3.88373,1.1046,0.5985,0.11197,0.1542,0.11891,1.0716,3.59238,1.21658,0.000128099,0.000128099,0.000128099
15,29.5457,0.93992,3.75797,1.10329,0.56808,0.15139,0.1652,0.12636,1.09518,3.53503,1.23898,0.000133718,0.000133718,0.000133718
16,31.4716,0.94353,3.70582,1.12283,0.49516,0.16134,0.16673,0.12655,1.10582,3.49865,1.25053,0.000138843,0.000138843,0.000138843
17,33.4638,0.90979,3.64074,1.10643,0.70346,0.15684,0.19029,0.14668,1.12891,3.4221,1.26132,0.000143472,0.000143472,0.000143472
18,35.3431,0.90053,3.57411,1.08684,0.75161,0.1517,0.19689,0.1536,1.13185,3.38792,1.26551,0.000147606,0.000147606,0.000147606
19,37.2674,0.93679,3.51821,1.10383,0.75352,0.14054,0.1965,0.1494,1.13293,3.33389,1.26882,0.000151246,0.000151246,0.000151246
20,39.2701,0.87994,3.43692,1.11856,0.80904,0.14014,0.20508,0.15583,1.15403,3.24958,1.28328,0.00015439,0.00015439,0.00015439
21,41.2684,0.86706,3.33846,1.0981,0.76288,0.16393,0.20694,0.15381,1.15845,3.19816,1.28756,0.000151,0.000151,0.000151
22,43.1562,0.88908,3.28595,1.11728,0.8266,0.14116,0.19793,0.15163,1.15642,3.16211,1.2924,0.00014605,0.00014605,0.00014605
23,45.1063,0.97577,3.41182,1.18908,0.82849,0.1365,0.19779,0.15392,1.14829,3.12824,1.29476,0.0001411,0.0001411,0.0001411
