epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,150.059,0.95111,1.72823,1.10146,0.71178,0.58259,0.63749,0.51371,0.83253,1.28669,0.97614,0.00012625,0.00012625,0.00012625
27,155.733,0.92475,1.68885,1.0874,0.75345,0.58532,0.66915,0.53433,0.82211,1.23519,0.97001,0.0001213,0.0001213,0.0001213
28,161.568,0.9095,1.58329,1.05778,0.83543,0.55558,0.67978,0.5515,0.79817,1.17468,0.9598,0.00011635,0.00011635,0.00011635
29,167.332,0.89482,1.56829,1.05353,0.79016,0.58163,0.68047,0.55269,0.79653,1.15493,0.95124,0.0001114,0.0001114,0.0001114
30,173.188,0.9138,1.52391,1.05325,0.78177,0.56174,0.68638,0.56259,0.79095,1.13705,0.95067,0.00010645,0.00010645,0.00010645
31,179.185,0.88496,1.56427,1.07364,0.82163,0.55434,0.6931,0.56757,0.78512,1.11652,0.94986,0.0001015,0.0001015,0.0001015
32,185.074,0.93987,1.61934,1.08813,0.87207,0.54891,0.69716,0.56636,0.77038,1.07653,0.94401,9.655e-05,9.655e-05,9.655e-05
33,190.794,0.90466,1.51343,1.05173,0.86811,0.59142,0.69894,0.57114,0.76584,1.06173,0.93877,9.16e-05,9.16e-05,9.16e-05
34,196.636,0.84267,1.44546,1.03595,0.88418,0.584,0.70096,0.57168,0.76613,1.03077,0.93563,8.665e-05,8.665e-05,8.665e-05
35,202.478,0.85414,1.41524,1.04762,0.87177,0.58167,0.70475,0.58604,0.76099,1.02085,0.9321,8.17e-05,8.17e-05,8.17e-05
36,208.309,0.91506,1.42886,1.04014,0.84838,0.59163,0.7148,0.58817,0.74517,1.01106,0.92573,7.675e-05,7.675e-05,7.675e-05
37,214.16,0.83033,1.36146,1.02497,0.87029,0.58148,0.72025,0.59703,0.73513,1.00734,0.92071,7.18e-05,7.18e-05,7.18e-05
38,219.896,0.79554,1.36175,1.02422,0.86521,0.59131,0.72811,0.61211,0.73345,0.98098,0.92068,6.685e-05,6.685e-05,6.685e-05
39,225.644,0.82437,1.35019,1.02071,0.86553,0.59847,0.74073,0.62127,0.73339,0.95706,0.92113,6.19e-05,6.19e-05,6.19e-05
40,231.354,0.83944,1.37663,1.05132,0.87266,0.59574,0.75122,0.63122,0.73068,0.94051,0.9196,5.695e-05,5.695e-05,5.695e-05
41,238.171,0.7922,1.40834,0.99879,0.74381,0.68273,0.75658,0.6294,0.7277,0.94493,0.91825,5.2e-05,5.2e-05,5.2e-05
42,244.909,0.79175,1.39267,0.98686,0.75696,0.66089,0.7516,0.63279,0.73412,0.94839,0.9208,4.705e-05,4.705e-05,4.705e-05
43,250.311,0.73761,1.33577,0.97201,0.79034,0.65399,0.75553,0.63565,0.7329,0.95555,0.92007,4.21e-05,4.21e-05,4.21e-05
44,255.697,0.78063,1.3723,1.00057,0.81396,0.64876,0.75379,0.63366,0.72476,0.95408,0.91801,3.715e-05,3.715e-05,3.715e-05
45,261.076,0.76822,1.37659,0.97937,0.82811,0.64513,0.75504,0.63912,0.72189,0.95969,0.9165,3.22e-05,3.22e-05,3.22e-05
46,266.521,0.78047,1.34162,1.00434,0.84199,0.64237,0.75682,0.63512,0.71781,0.96471,0.91567,2.725e-05,2.725e-05,2.725e-05
47,271.985,0.73706,1.28564,0.9659,0.85543,0.63163,0.76032,0.63887,0.71162,0.95781,0.91263,2.23e-05,2.23e-05,2.23e-05
48,277.638,0.75307,1.33217,0.97996,0.84333,0.62867,0.76121,0.64134,0.70459,0.95263,0.91034,1.735e-05,1.735e-05,1.735e-05
49,283.226,0.71124,1.27743,0.95728,0.85917,0.62587,0.76648,0.64712,0.701,0.95022,0.90847,1.24e-05,1.24e-05,1.24e-05
50,288.677,0.73745,1.30067,0.97844,0.86251,0.62449,0.76384,0.64513,0.70059,0.9473,0.90846,7.45e-06,7.45e-06,7.45e-06
