epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.59146,1.02389,4.54277,1.12232,0,0,0,0,0.91786,4.42095,0.99449,3.25e-05,3.25e-05,3.25e-05
2,12.2733,1.06661,4.48231,1.13969,0,0,0,0,0.94152,4.36718,0.99933,6.61635e-05,6.61635e-05,6.61635e-05
3,17.9097,1.02007,4.33809,1.13464,0.05519,0.0459,0.03517,0.02682,0.97059,4.26447,1.00022,9.8441e-05,9.8441e-05,9.8441e-05
4,23.4261,1.06725,4.1882,1.14415,0.05874,0.10585,0.06108,0.0461,0.98671,4.08616,1.01173,0.000129332,0.000129332,0.000129332
5,28.9222,1.03185,4.00416,1.12671,0.05697,0.19848,0.09069,0.06681,1.02761,3.78614,1.04189,0.000158838,0.000158838,0.000158838
6,34.6483,1.05183,3.81307,1.14036,0.84134,0.08015,0.12531,0.08867,1.05853,3.40049,1.068,0.000186958,0.000186958,0.000186958
7,40.2004,1.07228,3.58882,1.1469,0.60024,0.09924,0.14176,0.10325,1.08442,3.17213,1.09411,0.000213691,0.000213691,0.000213691
8,45.6985,1.08291,3.45496,1.13497,0.65921,0.14521,0.17733,0.13512,1.06992,2.91758,1.0831,0.00021535,0.00021535,0.00021535
9,51.1076,1.13021,3.23269,1.1586,0.64641,0.16345,0.19967,0.15187,1.05811,2.7496,1.07245,0.0002104,0.0002104,0.0002104
10,56.8683,1.07059,3.11311,1.15562,0.60816,0.20315,0.2364,0.18285,1.02083,2.44854,1.04382,0.00020545,0.00020545,0.00020545
11,62.5488,1.04767,2.81607,1.12001,0.64706,0.20219,0.27888,0.2214,1.00254,2.33281,1.03221,0.0002005,0.0002005,0.0002005
12,68.1327,1.04323,2.75048,1.13993,0.65775,0.23977,0.29536,0.23308,0.98185,2.31701,1.03372,0.00019555,0.00019555,0.00019555
13,73.6645,1.00847,2.58187,1.12493,0.66948,0.24242,0.3171,0.24772,1.00538,2.22047,1.04804,0.0001906,0.0001906,0.0001906
14,79.0238,1.0374,2.50851,1.13096,0.58603,0.30024,0.36593,0.29766,0.9776,2.03341,1.04151,0.00018565,0.00018565,0.00018565
