epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,18.5331,0.69017,3.53954,1.15671,0.17816,0.66667,0.19347,0.1686,0.5743,3.46394,1.28352,6.42755e-05,6.42755e-05,6.42755e-05
18,18.9361,0.75732,3.5968,1.27302,0.17816,0.66667,0.19347,0.1686,0.5743,3.46394,1.28352,6.63135e-05,6.63135e-05,6.63135e-05
19,19.3629,0.57443,3.47309,1.07123,0.17407,0.66667,0.34272,0.30396,0.58471,3.46487,1.29885,6.81186e-05,6.81186e-05,6.81186e-05
20,19.7533,0.56494,3.50698,1.10705,0.17407,0.66667,0.34272,0.30396,0.58471,3.46487,1.29885,6.96909e-05,6.96909e-05,6.96909e-05
21,20.1655,0.42247,3.45831,1.04173,0.17172,0.66667,0.17859,0.15583,0.6122,3.46293,1.30039,7.10304e-05,7.10304e-05,7.10304e-05
22,20.5635,0.63611,3.47418,1.13516,0.17172,0.66667,0.17859,0.15583,0.6122,3.46293,1.30039,7.2137e-05,7.2137e-05,7.2137e-05
23,21,0.64254,3.55826,1.13347,0.11451,0.66667,0.24875,0.173,0.67532,3.46439,1.34611,7.30108e-05,7.30108e-05,7.30108e-05
24,21.4121,0.78946,3.50558,1.31735,0.11451,0.66667,0.24875,0.173,0.67532,3.46439,1.34611,7.36517e-05,7.36517e-05,7.36517e-05
25,21.8804,0.4974,3.51003,1.07612,0.08596,0.66667,0.20729,0.18045,0.73794,3.46358,1.38108,7.40598e-05,7.40598e-05,7.40598e-05
26,22.3509,0.57435,3.4722,1.07492,0.08596,0.66667,0.20729,0.18045,0.73794,3.46358,1.38108,7.4235e-05,7.4235e-05,7.4235e-05
27,22.7801,0.38609,3.40758,0.98889,0.06872,0.66667,0.21321,0.17116,0.81096,3.46273,1.42816,7.41774e-05,7.41774e-05,7.41774e-05
28,23.1772,0.64694,3.54422,1.25854,0.06872,0.66667,0.21321,0.17116,0.81096,3.46273,1.42816,7.38869e-05,7.38869e-05,7.38869e-05
29,23.6088,0.39752,3.33511,0.99661,0.05736,0.66667,0.21321,0.17452,0.86276,3.4624,1.44649,7.33636e-05,7.33636e-05,7.33636e-05
30,24.3976,0.56835,3.41639,1.07826,0.05736,0.66667,0.21321,0.17452,0.86276,3.4624,1.44649,7.26074e-05,7.26074e-05,7.26074e-05
31,25.3107,0.47142,3.36859,1.06782,0.05743,0.66667,0.24875,0.19071,0.9107,3.46231,1.49799,7.16184e-05,7.16184e-05,7.16184e-05
32,25.9639,0.5642,3.45491,1.13802,0.05743,0.66667,0.24875,0.19071,0.9107,3.46231,1.49799,7.03965e-05,7.03965e-05,7.03965e-05
33,26.9245,0.49347,3.36357,1.12417,0.06867,0.66667,0.33167,0.21621,0.92324,3.46041,1.50211,6.89418e-05,6.89418e-05,6.89418e-05
34,27.7588,0.51366,3.32567,1.05479,0.06867,0.66667,0.33167,0.21621,0.92324,3.46041,1.50211,6.72543e-05,6.72543e-05,6.72543e-05
35,28.6282,0.57166,3.35517,1.10612,0.08538,0.66667,0.27639,0.19888,0.94744,3.46039,1.49679,6.53339e-05,6.53339e-05,6.53339e-05
36,29.4587,0.58938,3.30533,1.09248,0.08538,0.66667,0.27639,0.19888,0.94744,3.46039,1.49679,6.31806e-05,6.31806e-05,6.31806e-05
37,30.4424,0.55682,3.34641,1.10217,0.06879,0.66667,0.23217,0.1815,0.9848,3.4593,1.509,6.07945e-05,6.07945e-05,6.07945e-05
38,31.3534,0.50434,3.24073,1.08534,0.06879,0.66667,0.23217,0.1815,0.9848,3.4593,1.509,5.81755e-05,5.81755e-05,5.81755e-05
39,32.0253,0.56965,3.34079,1.04223,0.04977,0.66667,0.24875,0.18369,0.99593,3.4559,1.51318,5.53237e-05,5.53237e-05,5.53237e-05
40,32.4678,0.43977,3.19559,1.01582,0.04977,0.66667,0.24875,0.18369,0.99593,3.4559,1.51318,5.22391e-05,5.22391e-05,5.22391e-05
41,41.4908,0.34799,3.50589,0.93573,0.06886,0.66667,0.24875,0.22387,0.99463,3.45345,1.51885,4.89216e-05,4.89216e-05,4.89216e-05
42,42.0401,0.42312,3.26346,0.97484,0.06886,0.66667,0.24875,0.22387,0.99463,3.45345,1.51885,4.53713e-05,4.53713e-05,4.53713e-05
43,42.4794,0.3417,3.39944,0.95369,0.03932,0.66667,0.27639,0.24875,0.98093,3.45471,1.51689,4.15881e-05,4.15881e-05,4.15881e-05
44,42.8831,0.37018,3.34642,0.92581,0.03932,0.66667,0.27639,0.24875,0.98093,3.45471,1.51689,3.7572e-05,3.7572e-05,3.7572e-05
45,43.3438,0.35877,3.28464,0.9118,0.03926,0.66667,0.33167,0.25317,0.92004,3.45061,1.42596,3.33231e-05,3.33231e-05,3.33231e-05
46,43.7697,0.39226,3.18694,0.91078,0.03926,0.66667,0.33167,0.25317,0.92004,3.45061,1.42596,2.88414e-05,2.88414e-05,2.88414e-05
47,44.2286,0.34953,3.23741,0.90771,0.03018,0.66667,0.27639,0.21558,0.88927,3.4508,1.43009,2.41268e-05,2.41268e-05,2.41268e-05
48,44.6628,0.32439,3.18123,0.91373,0.03018,0.66667,0.27639,0.21558,0.88927,3.4508,1.43009,1.91794e-05,1.91794e-05,1.91794e-05
49,45.3418,0.46283,3.27087,0.98582,0.03025,0.66667,0.33167,0.25612,0.88488,3.44577,1.42377,1.39991e-05,1.39991e-05,1.39991e-05
50,45.7514,0.50198,3.37006,1.08021,0.03025,0.66667,0.33167,0.25612,0.88488,3.44577,1.42377,8.58598e-06,8.58598e-06,8.58598e-06
